Date & Time,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2024-12-28 21:00,1.028 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0,0.17800001999999998 -1.8566666666666407 0.0
2024-12-28 22:00,1.2413333333333334 -2.5599999999999596 0.0,-0.10866664666666667 -0.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0,-1.1086667666666667 -1.5599999999999596 0.0
2024-12-28 23:00,1.4546665666666665 -3.9366666666666816 0.0,-0.2453333333333335 -2.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0,-1.7453333333333334 -1.9366666666666816 0.0
2024-12-29 00:00,0.928 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0,-0.772 -2.0833333333333144 0.0
2024-12-29 01:00,0.6113333633333331 -1.6833333333333655 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0,-1.088666666666667 1.3166666666666345 0.0
2024-12-29 02:00,0.5046666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0,0.15466666666666667 -1.246666666666684 0.0
2024-12-29 03:00,0.6313333333333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0,0.3313333633333333 -3.796666666666681 0.0
2024-12-29 04:00,0.6413333333333333 -5.390000000000001 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0,0.14133333333333314 -3.3900000000000006 0.0
2024-12-29 05:00,0.6313332333333334 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0,0.4313333633333333 -5.316666666666663 0.0
2024-12-29 06:00,0.42799999999999966 -1.7800000000000011 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0,0.07800001999999973 -3.780000000000001 0.0
2024-12-29 07:00,-0.05199999999999991 -1.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0,-0.40199998999999986 -2.0566666666666578 0.0
2024-12-29 08:00,-0.4253333333333334 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0,-0.47533333333333344 -0.09666666666667822 0.0
2024-12-29 09:00,-0.7286666666666668 0.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0,-0.7786666666666668 1.5933333333333621 0.0
2024-12-29 10:00,-0.6853334333333336 1.766666666666623 0.0,-0.7853334333333335 2.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0,-1.3353333333333337 4.766666666666623 0.0
2024-12-29 11:00,-0.5020000000000002 2.5833333333333144 0.0,-0.2520000000000002 3.5833333333333144 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0,-0.802 5.583333333333314 0.0
2024-12-29 12:00,-0.24866666666666726 2.813333333333361 0.0,0.301333333333333 3.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0,-0.14866666666666717 5.813333333333361 0.0
2024-12-29 13:00,-0.018666666666666387 2.819999999999993 0.0,0.6313333333333335 4.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0,0.2313333333333336 7.819999999999993 0.0
2024-12-29 14:00,0.17466686666666664 4.563333333333318 0.0,0.4746666666666668 5.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0,0.5746666666666669 7.563333333333318 0.0
2024-12-29 15:00,0.6213333333333346 4.7200000000000415 0.2794,0.6213333333333346 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794,0.7713333333333345 5.7200000000000415 0.2794
2024-12-29 16:00,0.49466666666666503 4.903333333333322 0.0,0.4446666666666652 4.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0,0.49466666666666503 5.903333333333322 0.0
2024-12-29 17:00,0.5213333333333328 5.073333333333338 0.0,0.12133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0,0.37133333333333285 5.073333333333338 0.0
2024-12-29 18:00,0.3646666666666656 4.473333333333315 0.0,0.11466666666666558 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0,0.4646666666666657 5.473333333333315 0.0
2024-12-29 19:00,0.3780002000000007 4.773333333333326 0.0,0.2780000000000009 3.7733333333333263 0.0,0.3780002000000007 4.773333333333326 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0,-0.42199999999999926 3.7733333333333263 0.0
2024-12-29 20:00,0.5413333333333337 4.013333333333321 0.0,0.49133333333333384 3.013333333333321 0.0,0.3413335333333336 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0,-0.5086666666666662 3.013333333333321 0.0
2024-12-29 21:00,0.2879999999999998 3.1066666666666833 0.0,0.6379999999999999 2.1066666666666833 0.0,0.5379999999999998 1.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0,-0.16199980000000025 2.1066666666666833 0.0
2024-12-29 22:00,0.3146666666666653 3.170000000000016 0.0,0.5646666666666653 2.170000000000016 0.0,0.2646666666666655 1.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0,-0.38533303333333446 2.170000000000016 0.0
2024-12-29 23:00,0.3913335333333334 3.6633333333333553 0.0,0.4413333333333336 2.6633333333333553 0.0,0.19133333333333358 1.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0,-0.6586666666666665 2.6633333333333553 0.0
2024-12-30 00:00,-0.08199999999999985 2.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0,0.5680000000000005 1.6133333333333155 0.0
2024-12-30 01:00,-0.08199999999999807 2.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0,0.4180000000000015 1.8266666666666396 0.0
2024-12-30 02:00,-0.16199970000000086 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0,0.637999999999999 3.4099999999999966 0.0
2024-12-30 03:00,0.06466666666666399 3.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794,0.5146666666666642 2.456666666666706 0.2794
2024-12-30 04:00,-0.10533303333333333 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0,0.19466666666666654 2.4599999999999937 0.0
2024-12-30 05:00,-0.16866666666666585 2.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794,-0.2686666666666664 3.3100000000000023 0.2794
2024-12-30 06:00,0.17466666666666697 2.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0,-0.4253333333333327 3.2933333333333223 0.0
2024-12-30 07:00,0.24133333333333162 0.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0,-0.5086666666666684 2.7066666666666777 0.0
2024-12-30 08:00,-0.09866666666666735 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0,-0.44866636666666704 1.8633333333333582 0.0
2024-12-30 09:00,-0.48533333333333495 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0,-0.8353330333333346 2.2099999999999937 0.0
2024-12-30 10:00,-0.7419999999999991 2.083333333333343 0.0,-0.8419996999999988 2.083333333333343 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0,-0.5919996999999988 0.08333333333334281 0.0
2024-12-30 11:00,-0.7086666666666686 2.746666666666684 0.0,-0.7586666666666684 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0,-0.5586663666666682 0.7466666666666839 0.0
2024-12-30 12:00,-0.41866666666666674 0.5600000000000023 0.0,-0.8186663666666663 1.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0,-0.8186663666666663 0.5600000000000023 0.0
2024-12-30 13:00,-0.2653333333333361 0.4933333333333394 0.0,-0.9153333333333364 2.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0,-0.7653333333333361 1.4933333333333394 0.0
2024-12-30 14:00,-0.8020000000000014 1.6299999999999812 0.0,-0.9520000000000017 3.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0,-0.6019997000000012 1.6299999999999812 0.0
2024-12-30 15:00,-0.1919999999999984 0.5933333333333195 0.0,-0.8919999999999986 4.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0,-1.041999999999998 3.5933333333333195 0.0
2024-12-30 16:00,-0.262000000000004 2.2833333333333172 0.0,-0.6120000000000037 3.2833333333333172 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0,-0.7120000000000042 4.283333333333317 0.0
2024-12-30 17:00,-0.18533333333333246 1.203333333333319 0.0,-0.2853333333333321 4.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0,-0.3353333333333328 1.203333333333319 0.0
2024-12-30 18:00,-0.08866666666667111 -0.6766666666666765 0.0,-0.0386666666666704 1.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0,-0.43866666666667076 2.3233333333333235 0.0
2024-12-30 19:00,0.23133333333333272 -2.7466666666666697 0.0,0.1313333333333322 -0.7466666666666697 0.0,-0.41866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0,-0.16866666666666763 1.2533333333333303 0.0
2024-12-30 20:00,0.08133333333333237 -1.4099999999999824 0.0,-0.2686666666666673 -0.4099999999999824 0.0,-0.2686666666666673 0.5900000000000176 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0,0.03133333333333255 -0.4099999999999824 0.0
2024-12-30 21:00,-0.021999999999999353 -1.5933333333333337 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.5219999999999994 -1.5933333333333337 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0,-0.6719999999999997 0.4066666666666663 0.0
