Datetime,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-07 07:00,3.322 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0,3.072 85.0 0.0
2025-01-07 08:00,3.0219998 87.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0,3.222 82.0 0.0
2025-01-07 09:00,3.222 87.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0,3.422 80.0 0.0
2025-01-07 10:00,3.822 82.0 0.0,3.922 77.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0,3.622 81.0 0.0
2025-01-07 11:00,4.172 79.0 0.0,4.1219997 73.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0,4.172 74.0 0.0
2025-01-07 12:00,4.022 80.0 0.0,4.472 68.0 0.0,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2,2.972 84.0 0.2
2025-01-07 13:00,3.172 82.0 0.0,4.572 68.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0,3.9720001 76.0 0.0
2025-01-07 14:00,3.172 81.0 0.0,4.022 67.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0,3.222 83.0 0.0
2025-01-07 15:00,2.2719998 83.0 0.0,1.672 92.0 0.70000005,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0,3.2719998 71.0 0.0
2025-01-07 16:00,2.222 82.0 0.0,1.222 94.0 0.4,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0,3.0219998 77.0 0.0
2025-01-07 17:00,2.122 78.0 0.0,1.572 86.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1,1.722 91.0 0.1
2025-01-07 18:00,1.422 87.0 0.0,0.722 96.0 0.3,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1,2.372 87.0 0.1
2025-01-07 19:00,1.3720001 90.0 0.0,1.2720001 92.0 0.0,2.322 88.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0
2025-01-07 20:00,1.722 89.0 0.0,1.7720001 92.0 0.0,2.0219998 89.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0,2.422 84.0 0.0
2025-01-07 21:00,2.072 88.0 0.0,2.122 90.0 0.0,1.572 88.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0,1.922 87.0 0.0
2025-01-07 22:00,1.972 88.0 0.0,2.172 89.0 0.0,1.572 86.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0
2025-01-07 23:00,1.7720001 89.0 0.0,1.922 90.0 0.0,1.572 86.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0,1.6220001 88.0 0.0
2025-01-08 00:00,1.7720001 89.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0,1.572 91.0 0.0
2025-01-08 01:00,1.822 89.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0,1.5220001 91.0 0.0
2025-01-08 02:00,1.722 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0,1.3720001 89.0 0.0
2025-01-08 03:00,1.572 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0,1.222 89.0 0.0
2025-01-08 04:00,1.5220001 88.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0,0.82199997 91.0 0.0
2025-01-08 05:00,1.222 90.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0,0.772 89.0 0.0
2025-01-08 06:00,0.772 91.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0,0.622 88.0 0.0
2025-01-08 07:00,0.922 91.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0,0.422 88.0 0.0
2025-01-08 08:00,0.97199994 88.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0,0.072000004 91.0 0.0
2025-01-08 09:00,0.97199994 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0,0.422 90.0 0.0
2025-01-08 10:00,1.7720001 86.0 0.0,1.1220001 88.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0,1.322 87.0 0.0
2025-01-08 11:00,2.572 82.0 0.0,2.422 81.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0,2.122 83.0 0.0
2025-01-08 12:00,3.2719998 80.0 0.0,2.872 79.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0,2.722 80.0 0.0
2025-01-08 13:00,3.5219998 77.0 0.0,3.172 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0,3.0219998 78.0 0.0
2025-01-08 14:00,3.422 78.0 0.0,3.122 78.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0,2.822 80.0 0.0
2025-01-08 15:00,2.672 82.0 0.0,2.472 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0,2.422 82.0 0.0
2025-01-08 16:00,1.822 85.0 0.0,1.6220001 85.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0,1.422 86.0 0.0
2025-01-08 17:00,1.322 88.0 0.0,0.922 88.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0,0.772 90.0 0.0
2025-01-08 18:00,1.172 89.0 0.0,0.672 88.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0,0.57199997 90.0 0.0
2025-01-08 19:00,0.872 89.0 0.0,0.522 89.0 0.0,0.37199998 91.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0,0.222 90.0 0.0
2025-01-08 20:00,0.772 90.0 0.0,0.472 90.0 0.0,0.422 92.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0,-0.128 91.0 0.0
2025-01-08 21:00,0.672 91.0 0.0,0.37199998 92.0 0.0,0.27199998 93.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0,-0.37800002 92.0 0.0
2025-01-08 22:00,0.722 92.0 0.0,0.222 92.0 0.0,0.27199998 93.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0,-0.278 90.0 0.0
2025-01-08 23:00,0.772 94.0 0.0,0.17199999 92.0 0.0,0.122 94.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0,-0.328 90.0 0.0
2025-01-09 00:00,0.82199997 94.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0,0.022 93.0 0.0
2025-01-09 01:00,0.922 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0
2025-01-09 02:00,0.722 95.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0
2025-01-09 03:00,0.27199998 95.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0,-0.47800002 99.0 0.0
2025-01-09 04:00,0.17199999 96.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0,-0.728 100.0 0.0
2025-01-09 05:00,0.222 95.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0,-0.278 94.0 0.0
2025-01-09 06:00,0.022 96.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0
2025-01-09 07:00,-0.128 98.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0,-0.028 92.0 0.0
2025-01-09 08:00,-0.278 98.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0,-0.278 100.0 0.0
2025-01-09 09:00,-0.178 99.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0,-0.028 98.0 0.0
2025-01-09 10:00,0.522 95.0 0.0,0.27199998 98.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0,0.122 95.0 0.0
2025-01-09 11:00,1.2720001 92.0 0.0,1.172 94.0 0.1,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0,0.072000004 98.0 0.0
2025-01-09 12:00,2.322 91.0 0.0,2.372 88.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0,0.472 97.0 0.0
2025-01-09 13:00,2.5219998 92.0 0.2,2.5219998 90.0 0.1,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0,0.422 98.0 0.0
2025-01-09 14:00,2.672 92.0 0.0,2.722 91.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1,0.522 98.0 0.1
2025-01-09 15:00,2.172 92.0 0.2,2.222 90.0 0.2,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0,1.972 95.0 0.0
2025-01-09 16:00,1.722 96.0 0.3,1.7720001 93.0 0.0,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1,1.6220001 94.0 0.1
2025-01-09 17:00,1.722 95.0 0.2,1.922 95.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0,1.472 93.0 0.0
2025-01-09 18:00,1.572 95.0 0.0,1.5220001 95.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0,1.572 92.0 0.0
2025-01-09 19:00,1.322 94.0 0.0,1.2720001 92.0 0.0,1.3720001 91.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0,0.672 95.0 0.0
2025-01-09 20:00,1.2720001 92.0 0.0,1.0220001 93.0 0.0,0.872 93.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0
2025-01-09 21:00,1.1220001 92.0 0.0,1.072 92.0 0.0,0.522 91.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0,0.722 90.0 0.0
2025-01-09 22:00,0.82199997 92.0 0.0,1.0220001 92.0 0.1,0.37199998 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0,0.57199997 92.0 0.0
2025-01-09 23:00,0.672 92.0 0.0,1.072 93.0 0.0,0.27199998 95.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0,0.522 92.0 0.0
2025-01-10 00:00,0.622 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0,0.97199994 94.0 0.0
2025-01-10 01:00,0.622 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0
2025-01-10 02:00,0.672 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0,0.82199997 94.0 0.0
2025-01-10 03:00,0.872 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0
2025-01-10 04:00,1.0220001 96.0 0.1,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0
2025-01-10 05:00,0.97199994 96.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0
2025-01-10 06:00,0.97199994 96.0 0.1,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0,0.82199997 95.0 0.0
2025-01-10 07:00,1.1220001 94.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0,0.922 95.0 0.0
2025-01-10 08:00,1.072 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0,1.572 94.0 0.0
2025-01-10 09:00,1.3720001 92.0 0.1,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0,2.0219998 91.0 0.0
2025-01-10 10:00,1.972 90.0 0.0,2.572 90.0 0.2,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0,2.072 92.0 0.0
2025-01-10 11:00,2.822 85.0 0.0,2.872 88.0 0.2,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1,3.0219998 90.0 0.1
2025-01-10 12:00,2.5219998 89.0 0.0,3.472 88.0 0.0,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004,3.222 87.0 0.90000004
2025-01-10 13:00,3.222 88.0 0.0,4.072 86.0 0.1,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0,3.922 81.0 0.0
2025-01-10 14:00,3.672 89.0 0.0,4.072 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0,3.872 81.0 0.0
2025-01-10 15:00,2.972 88.0 0.0,2.922 87.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0,3.222 86.0 0.0
2025-01-10 16:00,1.5220001 92.0 0.0,1.5220001 93.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0,1.7720001 92.0 0.0
2025-01-10 17:00,0.772 99.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0,1.5220001 94.0 0.0
2025-01-10 18:00,1.072 94.0 0.0,1.172 94.0 0.0,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2,1.422 94.0 0.2
